winery-toggle,winery-toggle href,Description,Images,Details,Address
The Infinite Monkey Theorem,https://coloradowine.com/winery/infinite-monkey-theorem/,"Because The Infinite Monkey Theorem believes the culture surrounding the winery helps define the wine’s quality, the winery takes its position and influence in the local Denver community very seriously. “We source our grapes predominantly from the Western slope of Colorado, operate out of a back alley in the RiNo Art District of Denver, and make ridiculously good wine.” The wines are not only expressions of the local fruit, the process, and the personality of the winemaker, but also expressions of the people drinking the wine. It is a product born out of the community and thus representative of the community. If you are looking for a private experience, please schedule a Tour, Private Barrel Tasting or rent the entire space.",https://coloradowine.com/wp-content/uploads/INFINITE-MONKEY-THEOREM.jpg," <h3>The Infinite Monkey Theorem</h3> <hr class=""dotted""> <p> 3200 Larimer St.<br> Denver, CO 80205 <br> <strong> 303.736.8376<br> <a href=""mailto:drink@theinfinitemonkeytheorem.com"" target=""_blank"">drink@theinfinitemonkeytheorem.com</a><br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>Monday-Thursday: 4-10pm Friday: 5-10pm Saturday: 2-10pm Sunday: 2-8pm Saturday: 2-10pm; Sunday: 2-8pm</p> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://www.theinfinitemonkeytheorem.com"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/3200+Larimer+St.%2C+Denver%2C+CO+80205
The Infinite Monkey Theorem at The Exchange (tasting room),https://coloradowine.com/winery/infinite-monkey-theorem-exchange/,"Because The Infinite Monkey Theorem believes the culture surrounding the winery helps define the wine’s quality, the winery takes its position and influence in the local Denver community very seriously. “We source our grapes predominantly from the Western slope of Colorado, operate out of a back alley in the RiNo Art District of Denver, and make ridiculously good wine.” The wines are not only expressions of the local fruit, the process, and the personality of the winemaker, but also expressions of the people drinking the wine. It is a product born out of the community and thus representative of the community. If you are looking for a private experience, please schedule a Tour, Private Barrel Tasting or rent the entire space.",https://coloradowine.com/wp-content/uploads/INFINITE-MONKEY-THEOREM.jpg," <h3>The Infinite Monkey Theorem at The Exchange (tasting room)</h3> <hr class=""dotted""> <p> 234 N. College Ave<br> Fort Collins, CO 80521<br> <strong> 303.736.8376<br> <a href=""mailto:drink@theinfinitemonkeytheorem.com"" target=""_blank"">drink@theinfinitemonkeytheorem.com</a><br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>Monday 4-8p Tuesday-Thursday 4-10p Friday-Saturday 2-10p Sunday 2-8p</p> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://www.theinfinitemonkeytheorem.com"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/234+N.+College+Ave%2C+Fort+Collins%2C+CO+80521
"InVINtions, A Creative Winery",https://coloradowine.com/winery/invintions/,"Re-InVINting Wine One Bottle at a Time! Why Our Wines? What sets InVINtions, A Creative Winery apart from other wineries you ask? Many things! We take pride in offering wines low in sulfites and preservatives minimizing the negative side effects caused by most commercially made wines. We also love providing guests with a tasting experience similar to that in wine country, all without a trip to the airport! You don’t have to travel, but our grapes do… we make our wines, onsite, with produce flown in from over a dozen countries. We offer your taste buds over 100 wines, and each is opened for your tasting pleasure every day! Enology Anyone? How would you like to add Winemaker to your list of life accomplishments? At InVINtions, A Creative Winery, we can help make this possible! At our winery, the wines are always available by the glass or bottle. Feeling more adventurous? Our staff will show you how to create your own distinct vintage and design your own custom labels. Create a memorable gift or impress guests at your next special occasion. It’s fun, affordable and easier than you think! Just ask: “How can I become an Enologist!” Time for Wine! At InVINtions, A Creative Winery our goal is to provide guests with an exciting and lifetime experience bringing friends and family together. So gather up your favorite foods, and come on over to enjoy one of our many tasting options while relaxing after a long day. Don’t forget, our winery provides a unique and special place to host your next party. We host Birthdays, Anniversaries, Bridal Parties, Office parties, Holiday parties, Team building, and so much more. What are you waiting for? Book your event today! From I-25 exit on to Arapahoe Road. Head East approximately 1/4 mile. Turn right on to Clinton Court, head South approximately one 1/2 block and turn left in to the parking lot.",https://coloradowine.com/wp-content/uploads/2015/05/InVINtionsLogoM_redGry_4c-Registered-Trademark.jpg," <h3>InVINtions, A Creative Winery</h3> <hr class=""dotted""> <p> 9608 East Arapahoe Road <br> Greenwood Village, CO 80112<br> <strong> Marcus Tipton<br> 303-799-WINE (9463)<br> <a href=""mailto:Info@InVINtionsWinery.com"" target=""_blank"">Info@InVINtionsWinery.com</a><br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>Noon - 5pm, Tuesday Noon - 8pm, Wednesday - Saturday Closed Sunday and Monday</p> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://InVINtionsWinery.com/"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/9608+East+Arapahoe+Road%2C+Greenwood+Village%2C+CO+80112
Jack Rabbit Hill,https://coloradowine.com/winery/jack-rabbit-hill/,"Jack Rabbit Hill Farm makes wines that naturally express the farm’s mountain terroir. Our secret is clean, low-input farming and cellar practices. The only inputs: 1st-use irrigation water (snowmelt), biodynamic compost preparations (compost teas made from fermented plant and animal materials), hormone and antibiotic-free horse and cow manure compost, cover crop seed, and organic sulphur. The farm and production facilities are certified organic and certified biodynamic. Grapes are hand-picked and bask in long, slow, warm-but-not-hot fermentations, thanks to native yeasts, those naturally present on the grapes and in the cellar. No commercial yeasts or other additives used. Fermentations complete in 5-6 months usually, giving the formative wines time to develop their aromas, flavors and weight. White wines are aged sur lees in stainless vats. Reds are aged in neutral french oak barrels for 18-20 months.",https://coloradowine.com/wp-content/uploads/2015/05/JackRabbitHillFarm.png," <h3>Jack Rabbit Hill</h3> <hr class=""dotted""> <p> 26567 North Road <br> Hotchkiss, CO 81419<br> <strong> 970.234.9463<br> <a href=""mailto:lance@jackrabbithill.com"" target=""_blank"">lance@jackrabbithill.com</a><br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>Visitors welcome by appointment.</p> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://www.jackrabbithill.com"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/26567+North+Road+++Hotchkiss%2C+CO+81419
Kingman Estates Winery,https://coloradowine.com/winery/kingman-estates-winery/,"Kingman Estates Winery started with a dream and a strong desire to put Colorado Wines on par with other great wine producing regions of the world. The unique climate and soil conditions in the Grand Valley of Colorado yield a grape with outstanding characteristics for producing exquisite wines. Our winery and tasting room are located in Denver near several other great Colorado wineries. Come by and join us for a wonderful time and a taste of fine Colorado wines. I-25N to 58th street exit, turn East to Washington Street, Turn north to 64th street, Turn Right and take second entrance into parking lot",https://coloradowine.com/wp-content/uploads/KINGMAN.jpg," <h3>Kingman Estates Winery</h3> <hr class=""dotted""> <p> 800 East 64th Avenue<br> Denver, CO 80229<br> <strong> Doug Kingman<br> 720-560-7270<br> <a href=""mailto:dkingman@kingmanwine.com"" target=""_blank"">dkingman@kingmanwine.com</a><br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>12:00am to 5:00pm Saturday and Sunday</p> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://kingmanwine.com"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/800+East+64th+Avenue%2C+Denver%2C+CO+80229
Ladrón Cellars,https://coloradowine.com/winery/ladron-cellars/,"Ladrón Cellars is an artisanal winery located in Metropolitan Denver Colorado. We specialize in producing premium wines from grapes sourced from award winning vineyards in California’s Central Coast and Western Colorado. We ‘smuggle’ the grapes to our production facility in Englewood Colorado, hence the Spanish world for thief – Ladrón, where they are transformed into our delicious wines.",https://coloradowine.com/wp-content/uploads/2017/08/Ladron-Cellars-Logo2.gif," <h3>Ladrón Cellars</h3> <hr class=""dotted""> <p> 7152 S. Blackhawk St., Unit C-15 <br> Englewood, CO 80112<br> <strong> <a href=""mailto:info@ladroncellars.com"" target=""_blank"">info@ladroncellars.com</a><br> </strong> </p> <hr class=""dotted""> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://www.ladroncellars.com"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/7152+S.+Blackhawk+St.%2C+Unit+C-15++Englewood%2C+CO+80112
Legatum Cellars,https://coloradowine.com/winery/legatum-cellars/,"Legatum – Latin for legacy – the vineyard and winery is a dream of a lifetime for us and has been a labor of love, family and history. Designed, built and staffed by our family, we have tried to bring the sense of history and family into every nook and cranny. The tasting room is a converted pole barn, and the front face of the tasting room and bar inside are made of barn wood from Rich’s family’s 110-year-old barn in Nebraska. What started as a hobby is now a full-fledged business. We began looking for property, vineyards and wineries over a decade ago on the Western Slope, then we met David and Karin Fuselier and ended up purchasing half of their vineyard at Spring Creek Vineyards, and now we share a driveway and our operations run side by side. We are the third winery and newest boutique winery in the area. Opening Nov 2016, we are pleased to say that we now have nearly 20 wines to select from. We are open each Saturday from noon to 5pm year round. People come here to taste the wine but end up having a great afternoon, finding themselves really relaxing on the patio while the kids play on the playground. We’re into making people happy. It’s more of an experience than just buying wine. It is our hope that we will leave a legacy in our community and for our children and grandchildren that will enrich the lives of many. Our dream is that this will be a place that will leave its mark on your heart too. We hope you will become a part of our family/community.",https://coloradowine.com/wp-content/uploads/2017/04/legatum-umber-320H.png," <h3>Legatum Cellars</h3> <hr class=""dotted""> <p> 1704 Willow Street<br> Canon City, CO 81212<br> <strong> Cindy Tupper<br> 719-210-7971<br> <a href=""mailto:wine@legatumcellars.com"" target=""_blank"">wine@legatumcellars.com</a><br> </strong> </p> <hr class=""dotted""> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://www.legatumcellars.com/"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/1704+Willow+StreetCanon+City%2C+CO+81212
Leroux Creek Vineyards,https://coloradowine.com/winery/leroux-creek-vineyards/,"Visit our winery and vineyard adjoining our bed and breakfast. We grow French and American hybrid grapes. Drive 3 miles West of Hotchkiss on Hwy 92. Look for the blue sign “Leroux Creek Vineyards.”Visit our winery and vineyard adjoining our bed and breakfast. We grow French and American hybrid grapes. Drive 3 miles West of Hotchkiss on Hwy 92. Look for the blue sign “Leroux Creek Vineyards.” Drive 3 miles West of Hotchkiss on Hwy 92. Look for the blue sign ""Leroux Creek Vineyards.""",https://coloradowine.com/wp-content/uploads/LEROUX-CREEK.jpg," <h3>Leroux Creek Vineyards</h3> <hr class=""dotted""> <p> 12388 3100 Road <br> Hotchkiss, CO 81419<br> <strong> 970-872-4746<br> 970-872-7641 <small>(fax)</small><br> <a href=""mailto:lerouxcreekinn@msn.com"" target=""_blank"">lerouxcreekinn@msn.com</a><br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>11-5 Tuesday-Sunday, or by appointment.</p> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://www.lerouxcreekinn.com"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/12388+3100+Road%2C+Hotchkiss%2C+CO+81419
Maison la Belle Vie Winery & Amy’s Courtyard,https://coloradowine.com/winery/maison-la-belle-vie-winery-amy-s-courtyard/,"John Barbier grew up in the Loire Valley in France, where his family had been making wine for the past 150 years. Maison la Belle Vie (French for “House of Beautiful Life”) had its first vintage from the 4.5 acre vineyard in 2006 that included Merlot, Cabernet Sauvignon, Syrah and a Vin de Peche made from a Muscat grape aged in peach leaves and peach wood with a slight sweet finish, which is a traditional wine in the Loire Valley. Three years later the winery was open to the public and the wait was well worth it. Mr. Barbier’s experience and expertise in winemaking as well as an intimate knowledge of the arid high-desert region of western Colorado has helped in Barbier’s transition from growing fruit in France, to Colorado. The age-old practice of “dry-farming” is still used today in their vineyard allowing them to achieve maximum results by adding to the complexity and flavor of the fruit. Maison la Belle Vie Winery respects their vineyard and those who supply them grapes. They strive for a minimalist approach with their wine so the content of the bottle will always reflect an unmanipulated purity for the grape to shine. In 2011 Maison la Belle Vie added 3 Reserves, a Merlot, Syrah and a Petit Verdot all aged for 4 years and a walnut liquor that is a must have for the port lovers. Maison la Belle Vie (French for “House of Beautiful Life”) is a 4.5 acre vineyard, winery and wedding venue. Growing premium quality grapes such as Syrah, Merlot, Cabernet, Marechal Foch and Muscat. Since opening its doors in 2009 Maison la Belle Vie Winery has quickly become the place to be. The winery is currently producing 1000 cases and is moving to 3000 cases in 2012. 1 mile west on G road off Hwy. 6.",https://coloradowine.com/wp-content/uploads/MAISON-LA-BELLE.jpg," <h3>Maison la Belle Vie Winery &amp; Amy’s Courtyard</h3> <hr class=""dotted""> <p> 3575 G Rd<br> Palisade, CO, 81526<br> <strong> 970.464.4959<br> <a href=""mailto:frenchybar@aol.com"" target=""_blank"">frenchybar@aol.com</a><br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>April to October everyday from 11-6pm (except for major holidays). November to March 11-5pm Sat and Sun.</p> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://www.maisonlabellevie.com"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/3575+G+Rd%2C+Palisade%2C+CO%2C+81526
Meadery of the Rockies,https://coloradowine.com/winery/meadery-of-the-rockies/,"Taste Our Delicious Honey Wines and Tour Our Winery Meadery of the Rockies opens up a world of honey wines, honey themed gifts and honey flavored local foods of all kinds. The Meadery is a hive of activity where all our wines are created, aged and bottled. Honey. Nature’s Elixir! From ancient times to today, meads, or honey wines, have warmed the hearts and lifted the spirits of mankind. At Meadery of the Rockies we have continued and expanded this tradition to include new tastes, flavors and experiences. We are Colorado’s original meadery. Our wines are crisp, refreshing, and “buzzing” with flavor. We use only 100% pure, raw orange blossom honey in all of our wines. For our fruit blends, we use as much local produce as possible. We offer a complete range of sweetness, alcohol levels and flavors. Tours and special events are offered—check our calendar for more information. Please call ahead to arrange a tour that takes you “bee-hind” the scenes to learn more about our mead making. We look forward to seeing you! I-70 exit 42, south to Hwy 6 (second stop sign), west 1/4 mile, on left. We're right on Highway 6 between Palisade High School and Colorado National Bank.",https://coloradowine.com/wp-content/uploads/2015/05/MOR_logo_vert_color.jpg," <h3>Meadery of the Rockies</h3> <hr class=""dotted""> <p> 3701 G Road <br> Palisade, CO 81526<br> <strong> Manager Michael Guerrero<br> 970-464-1300<br> <a href=""mailto:michael@talonwinebrands.com"" target=""_blank"">michael@talonwinebrands.com</a><br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>10 am-5 pm daily; 10am-6pm Fridays and Saturdays from Memorial Day to Labor Day. Closed on major holidays. </p> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://www.meaderyoftherockies.com"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/3701+G+Road%2C+Palisade%2C+CO+81526
Mechalore MeadWorks,https://coloradowine.com/winery/mechalore-meadworks/,A craft meadery located in The Colorado Front Range making traditional and specialty meads in limited releases.,https://coloradowine.com/wp-content/uploads/2019/05/mechalore-meadworks.png," <h3>Mechalore MeadWorks</h3> <hr class=""dotted""> <p> Loveland, CO<br> <strong> 970-541-0064<br> <a href=""mailto:Adam@mechalore.com"" target=""_blank"">Adam@mechalore.com</a><br> </strong> </p> <hr class=""dotted""> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://www.mechalore.com"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/427+W+8th+St%2C+Loveland%2C+CO+80537
Medovina,https://coloradowine.com/winery/medovina/,"Mead, or honey wine, is perhaps the oldest of alcoholic beverages. Simply put, it is wine made from honey instead of grapes. Like grape wine, it can be crafted with either a dry or a sweet finish. Medovina produces its own honey, from which it hand crafts its mead. Our beeyards are nestled in Old Town Niwot, in the shade of large cottonwoods planted nearly a century ago by early homesteaders. In what is truly a miracle of nature, flowers use photosynthesis to transform atmospheric carbon dioxide and water to nectar, a complex blend of sucrose and trace amounts of aromatics, essential oils and other delightful compounds. The bees gather this nectar from the unique flora in the Niwot area. The bees provide vital enzymes which break down the nectar into simple sugars. Inside our beehives, and over the course of several months, the nectars transform naturally into a consistently rich, premium honey. As summer gives way to autumn, Medovina begins harvesting the honey and crafting its mead. Our Old World process preserves the rich floral extracts present in our honey. Our meads are produced naturally, without filtering or added sulfites. Alcohol, honey and acidity are harmonized by producing our meads slowly, in small batches, and barrel aging them before bottling. Further aging occurs naturally in the bottle and full maturity can be expected in 3 to 8 years, but you do not have to wait that long to enjoy them. Medovina honey wine is a unique culinary experience, try it on a fresh palate: take three sips, then decide.Medovina produces honey, from which it hand crafts mead. Our meads are produced naturally, without filtering or added sulfites. They are slow fermented and bulk aged for one year prior to bottling.",https://coloradowine.com/wp-content/uploads/MEDOVINA.jpg," <h3>Medovina</h3> <hr class=""dotted""> <p> PO Box 629<br> Niwot, CO 80544<br> <strong> 303.845.3090<br> <a href=""mailto:medovina@gmail.com"" target=""_blank"">medovina@gmail.com</a><br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>By appointment only.</p> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://www.medovina.com"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/PO+Box+629%2C+Niwot%2C+CO+80544
Mesa Park Vineyards,https://coloradowine.com/winery/mesa-park-vineyards/,"Visit our estate ~ a beautiful Palisade vineyard of the “classics.” Our limited production ensures that our wine receives the attention and care needed for full bodied, award winning wines. We’re proud to say that all of our reds are estate grown, crushed, aged and bottled. Award Winning Estate Grown Reds include Family Reserve Red, Cabernet Franc, Merlot and Cabernet Sauvignon. We also produce the following Colorado grown varietals: Viognier, Riesling, Rose and Finz Dessert Wine. Breathtaking views, a relaxed atmosphere and a comfortable tasting room, make Mesa Park Vineyards an ideal stop for a wine tasting and an enjoyable afternoon! Sit back, relax and drink local.",https://coloradowine.com/wp-content/uploads/2018/04/1f2e16_ad12e798ec874f569e6c540af63d80dd_mv2.png," <h3>Mesa Park Vineyards</h3> <hr class=""dotted""> <p> 3321 C Road <br> Palisade, CO 81526<br> <strong> Brandon and Laura Black<br> 970-628-9113<br> <a href=""mailto:laura@mesaparkvineyards.com"" target=""_blank"">laura@mesaparkvineyards.com</a><br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>Open daily: 11:00 AM to 5:00 PM</p> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://www.mesaparkvineyards.com"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/3321+C+Road%2C+Palisade%2C+CO+81526
Mesa Winds Farm and Winery,https://coloradowine.com/winery/mesa-winds-farm-and-winery/,"Mesa Winds Farm & Winery is pleased to be located in the West Elks American Viticultural Area. Our wines express the true nature of the area’s terroir as we only use the Certified Organic grapes grown on our farm. The soils on our farm are clay loam with limestone gravel and caliche base, similar to soil composition in Burgundy. Our vineyard altitude is 5800-5700′ on a southern slope so vines ripen in hot sun and cool nights. This gives the grapes the right balance of sweetness and acid. We allow our grapes to express the unique character of place in the wines we produce. We also raise Babydoll Southdown sheep to graze our orchards and vineyards and we offer farm stays during the spring and summer season. Visit our website for more information. Harvest time",https://coloradowine.com/wp-content/uploads/MESA-WINDS.jpg," <h3>Mesa Winds Farm and Winery</h3> <hr class=""dotted""> <p> 31262 L Rd<br> Hotckiss, CO 81419<br> <strong> Wink Davis<br> 970.250.4788<br> <a href=""mailto:mail@mesawindsfarm.com"" target=""_blank"">mail@mesawindsfarm.com</a><br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>11am-5pm, Sat-Sun, May 28 to October 30</p> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://mesawindsfarm.com"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/31262+L+Rd%2C+Hotchkiss%2C+CO+81419
Miracle Stag Meadery,https://coloradowine.com/winery/miracle-stag-meadery/,"At Miracle Stag Meadery we endeavor to make small-batch mead of the highest quality for your enjoyment. All Miracle Stag meads are handcrafted with Colorado wildflower honey and water from the pristine and majestic Rocky Mountains. Mead is versatile as it is ancient and can be enjoyed in many ways. Serve it at cellar temperature, chill on the rocks, or even pour onto club soda for a refreshing spritzer. Miracle Stag Meads are mostly in the semi-sweet range and pair well with dishes featuring wild game, beef and pork and are also a fine accompaniment to cheese platters and dessert. They can even be enjoyed alone or with your favorite pizza or burger. Every palate is unique, so please enjoy your mead as you like it!",https://coloradowine.com/wp-content/uploads/2015/09/Miracle-Stag.png," <h3>Miracle Stag Meadery</h3> <hr class=""dotted""> <p> 4117 Plum Creek Drive, Loveland, CO 80538<br> <strong> Árpád László Kovács<br> 970.779.7144<br> <a href=""mailto:Laszlo@miraclestagmead.com"" target=""_blank"">Laszlo@miraclestagmead.com</a><br> </strong> </p> <hr class=""dotted""> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://miraclestagmead.com/"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/4117+Plum+Creek+Drive%2C+Loveland%2C+CO+80538
Monkshood Cellars,https://coloradowine.com/winery/monkshood-cellars/,"Monkshood Cellars is a young winery; which opened in 2016 with an old world philosophy. Monkshood produces Syrah, Chenin Blanc and Cider. At Monkshood Cellars we believe in the cadence of the natural process. The idiosyncrasies of each growing season paired with its fermentation determine the shape of the wines. These differences, both subtle and palpable, are a point of emphasis showcased vintage to vintage. That said, the fulcrum point each wine relies upon is picking the local Colorado fruit with acidity and freshness. Our senses of sight, smell and taste guide the decisions while science lends a quantitative backbone that reinforces each decision. Once the fruit is picked the primary focus shifts to shepherding the fervent fauna that governs the transformation of juice to wine and apples to cider. It is our belief nurturing a diverse ecosystem during fermentation permits nature to showcase its purity of place. At Monkshood we forego the use of commercial yeast strains or store bought bacteria, acid or enzymes, fining agents or filtration. We choose to rely on the natural fermentation process; reserving intervention if, and only if, a flaw is impending. The natural process of fermented fruit is to enter a secondary fermentation of Ethanol to Acetic Acid. It is at this time the focus is on wine rather than vinegar and we do in fact intervene. In order to halt this overly acidic fermentation, Sulfur is added. To retain acceptable levels of acidity in our reds the time on skins, or maceration length, is limited. This retention of acidity permits our wines to unfold on their own. Nominal, if any, new oak is used in the winemaking. Terroir of Colorado provides the essential progression of beautiful wines. Balancing mindful- neglect and the science of winemaking go into creating a noble & visceral personality in each of our wines. Our Wines Are Best When Enjoyed.",https://coloradowine.com/wp-content/uploads/2015/05/monkhoodcellars.jpg," <h3>Monkshood Cellars</h3> <hr class=""dotted""> <p> 107 Williams Street<br> Minturn, C0 81645<br> <strong> Nathan Littlejohn<br> <a href=""mailto:Cellar@MonkshoodCellars.com"" target=""_blank"">Cellar@MonkshoodCellars.com</a><br> </strong> </p> <hr class=""dotted""> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://MonkshoodCellars.com"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/107+Williams+Street%2C+Minturn%2C+C0+81645
Mountain View Winery,https://coloradowine.com/winery/mountain_view_winery/,One and a half mile west of highway 50 on highway 348.,https://coloradowine.com/wp-content/uploads/2016/03/Loge-2016.png," <h3>Mountain View Winery</h3> <hr class=""dotted""> <p> 5859 5825 Rd. Olathe, Co. 81425<br> <strong> Wendy Young<br> 970-323-6816<br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>10-6 Monday- Saturday</p> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://www.mountainviewwinery.com"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p>  <h5>Other Locations:</h5> <p> Mountain View Winery<br> 5859 5825 Rd. <br> Olathe, CO 81425 </p> <p><a class=""btn btn-primary btn-brown btn-transparent"" href=""https://coloradowine.com/winery/mountain-view-winery/"">View Winery</a></p> ",https://www.google.com/maps/place/5859+5825+Rd.+Olathe%2C+Co.+81425
Mountain Spirit Gallery,https://coloradowine.com/winery/mountain-spirit-winery-and-gallery/,"The gallery/tasting room is located in a beautiful new building on U.S. Highway 50 surrounded by 14,000 foot mountain vistas and overlooking the Arkansas River where Riverside Patio Dining is offered by the acclaimed Twisted Cork Cafe. One block west of Walmart on U.S. Highway 50, Salida.",https://coloradowine.com/wp-content/uploads/MTN-SPRING-WINE-GALLERY.jpg," <h3>Mountain Spirit Gallery</h3> <hr class=""dotted""> <p> 8046 West US Hwy. 50 <br> Salida, CO 81201<br> <strong> Terry Barkett<br> 719-539-7848<br> 719-530-2055 <small>(fax)</small><br> <a href=""mailto:barkett@mountainspiritwinery.com"" target=""_blank"">barkett@mountainspiritwinery.com</a><br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>10-5, Mon-Sat</p> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://www.mountainspiritwinery.com"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p>  <h5>Other Locations:</h5> <p> Mountain Spirit Winery, Ltd.<br> 15750 County Rd 220 <br> Salida, CO 81201 </p> <p><a class=""btn btn-primary btn-brown btn-transparent"" href=""https://coloradowine.com/winery/mountain-spirit-winery-ltd/"">View Winery</a></p> ",https://www.google.com/maps/place/8046+West+US+Hwy.+50%2C+Salida%2C+CO+81201
